id,name_en,name_zh,team,league,year,g,pa,ab,h,2b,3b,hr,r,rbi,bb,ibb,hbp,so,avg,slg,obp,ops,sb,cs,sh,sf
f117a256-5d59-4be7-b762-d11acf912f8f,"Makoto Kaneko",NULL,"北海道日本火腿鬥士 ",PL,2012,103,311,277,63,18,0,0,21,22,15,0,0,53,0.227,0.292,0.265,0.558,1,4,17,2
fa5153f2-cab7-4a78-a27e-8b32bf54e3c7,"Shota Ohno",NULL,"北海道日本火腿鬥士 ",PL,2012,70,159,140,24,4,0,2,7,11,8,0,2,30,0.171,0.243,0.227,0.470,0,2,9,0
fd58c4b3-77f2-441a-b618-9ad6a0fe27ec,"Haruki Nishikawa",NULL,"北海道日本火腿鬥士 ",PL,2012,71,155,134,32,6,1,2,22,13,14,0,0,34,0.239,0.343,0.311,0.654,7,0,7,0
a6409b4f-35d2-4899-ab80-1c62c34ecdd8,"Ginji Akaminai",NULL,"東北樂天金鷲 ",PL,2012,126,485,432,121,16,2,4,37,45,22,0,4,37,0.280,0.354,0.318,0.672,8,4,23,4
b1e67fe8-2014-4115-ac0c-cd4225db750a,"Teppei Tsuchiya",NULL,"東北樂天金鷲 ",PL,2012,55,131,113,19,1,1,0,10,12,6,0,1,23,0.168,0.195,0.217,0.411,8,1,11,0
b589e12a-4403-42d9-b85f-4b4145bb2c9c,"Takero Okajima",NULL,"東北樂天金鷲 ",PL,2012,43,125,120,31,3,0,2,12,11,4,0,1,15,0.258,0.333,0.288,0.621,3,1,0,0
c044e6ce-9130-4b55-b3d7-3d218366beb5,"Luis Garcia",NULL,"東北樂天金鷲 ",PL,2012,77,296,269,61,12,0,7,20,30,23,0,2,65,0.227,0.349,0.291,0.640,0,1,0,2
c2eff901-0e24-4b6f-986c-a2a6ece8621a,"José Fernández",NULL,"東北樂天金鷲 ",PL,2012,129,489,440,107,19,1,3,30,51,44,1,2,67,0.243,0.311,0.313,0.624,2,3,0,3
c9eab3df-2ef0-40d0-a3f3-2d34861d9bb2,"Wataru Karashima",NULL,"東北樂天金鷲 ",PL,2012,16,3,3,0,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0,0,0,0
cc6e4f15-cc07-4982-822b-b32c906eb034,"Brett Harper",NULL,"東北樂天金鷲 ",PL,2012,19,51,46,8,2,0,0,2,1,3,0,2,16,0.174,0.217,0.255,0.472,0,0,0,0
cd60bbca-a9fd-4d22-b75a-2b91fd5390e0,"Motohiro Shima",NULL,"東北樂天金鷲 ",PL,2012,91,316,265,77,4,2,1,32,8,33,0,4,51,0.291,0.332,0.376,0.708,3,4,13,1
cdc9dd36-07f4-44cc-83e1-8e6baafe1bac,"Manabu Mima",NULL,"東北樂天金鷲 ",PL,2012,23,9,8,0,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0,0,1,0
e5b12d61-3711-4702-8111-f4e72edd9ec3,"Teppei Tsuchiya",NULL,"東北樂天金鷲 ",PL,2012,121,355,315,79,7,3,1,34,33,11,0,6,45,0.251,0.302,0.285,0.587,8,5,18,5
efa2b011-4271-42de-9ac5-be246f45a26c,"Akihisa Makida",NULL,"東北樂天金鷲 ",PL,2012,123,424,378,85,11,1,9,38,53,23,1,9,49,0.225,0.331,0.283,0.613,5,7,10,4
f385da8d-c960-46f4-94ec-32a8cc83c562,"Tetsuro Nishida",NULL,"東北樂天金鷲 ",PL,2012,82,42,38,11,7,0,0,14,5,2,0,0,11,0.290,0.474,0.317,0.791,0,3,1,1
f7760874-84b6-498b-8482-f79130947551,"Luis Terrero",NULL,"東北樂天金鷲 ",PL,2012,34,121,111,17,2,0,1,8,7,7,0,2,30,0.153,0.198,0.215,0.413,2,0,0,1
f8931b35-0670-45a8-9b77-f593808559c7,"Shintaro Masuda",NULL,"東北樂天金鷲 ",PL,2012,79,290,254,75,14,3,5,29,32,19,2,5,56,0.295,0.433,0.350,0.783,1,1,7,5
f90219c3-5e2c-4ef5-86d2-af67a8581367,"Hiroaki Shimauchi",NULL,"東北樂天金鷲 ",PL,2012,41,104,97,29,6,1,2,11,17,2,0,0,8,0.299,0.443,0.310,0.753,1,0,4,1
0000836a-480a-411b-b488-4eb96b3573c6,"Ho-Joon Lee",NULL,SK飛龍,KBO,2012,127,504,426,128,26,0,18,55,78,72,5,5,90,0.301,0.488,0.407,0.895,3,3,0,1
0e505632-4429-4425-86b1-06306682cf78,"Chi-Yong An",NULL,SK飛龍,KBO,2012,92,232,198,44,10,1,6,23,23,31,0,1,66,0.222,0.374,0.330,0.704,3,0,2,0
0f50045a-6427-436b-a50a-4b08b1163b09,"Sang-Ho Chung",NULL,SK飛龍,KBO,2012,78,206,176,38,12,0,4,13,24,15,1,4,61,0.216,0.352,0.288,0.640,0,2,8,3
15a2c3d4-908e-4b6c-bef1-19ef775f3a3d,"Chang-Min Mo",NULL,SK飛龍,KBO,2012,15,36,32,8,2,0,1,7,2,2,0,0,7,0.250,0.406,0.294,0.700,2,1,2,0
23a2385b-3af7-4c77-899b-eae60cf74875,"Do-Hyun Kim",NULL,SK飛龍,KBO,2012,3,3,3,0,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0,0,0,0
31081a6f-9d25-474b-bdba-8f2bc9b81db1,"Jae-Won Lee",NULL,SK飛龍,KBO,2012,16,33,28,9,0,0,2,3,7,4,0,1,4,0.321,0.536,0.424,0.960,0,0,0,0
391b0ad7-0078-4d1a-8abe-b601a8830cac,"Jung-Kwon Park",NULL,SK飛龍,KBO,2012,122,472,416,106,18,1,12,61,59,43,2,4,80,0.255,0.389,0.328,0.718,4,6,6,3
3d626985-5d1f-400d-a555-5078035d76cd,"Yoo-Seom Han",NULL,SK飛龍,KBO,2012,7,7,7,2,0,0,0,1,0,0,0,0,2,0.286,0.286,0.286,0.571,0,0,0,0
